InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
581146,22553,PLASTERS IN TIN SKULLS,24,2011-12-07 13:53:00,1.65,17602.0,United Kingdom
581401,20685,DOORMAT RED RETROSPOT,2,2011-12-08 13:43:00,8.25,17644.0,United Kingdom
536798,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-12-02 15:55:00,2.1,17838.0,United Kingdom
549015,20685,DOORMAT RED RETROSPOT,2,2011-04-05 15:12:00,7.95,15244.0,United Kingdom
561706,85099B,JUMBO BAG RED RETROSPOT,10,2011-07-29 11:25:00,2.08,14735.0,United Kingdom
544368,85227,SET OF 6 3D KIT CARDS FOR KIDS,8,2011-02-18 11:27:00,0.85,14057.0,United Kingdom
581404,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,2011-12-08 13:47:00,1.25,13680.0,United Kingdom
553539,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-05-17 15:27:00,0.0,,United Kingdom
551997,22440,BALLOON WATER BOMB PACK OF 35,5,2011-05-05 15:47:00,0.83,,United Kingdom
556672,21363,HOME SMALL WOOD LETTERS,2,2011-06-13 17:08:00,4.95,13742.0,United Kingdom
579136,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-28 12:45:00,1.69,16094.0,United Kingdom
571654,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-10-18 12:17:00,0.79,18118.0,United Kingdom
557026,20974,12 PENCILS SMALL TUBE SKULL,24,2011-06-16 13:14:00,0.65,16571.0,United Kingdom
574960,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-11-08 10:17:00,4.95,17091.0,United Kingdom
538015,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-12-09 12:49:00,1.95,13240.0,United Kingdom
554097,21244,BLUE POLKADOT PLATE ,8,2011-05-22 13:01:00,1.69,12567.0,France
574477,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,2,2011-11-04 12:21:00,1.25,15453.0,United Kingdom
558640,22704,WRAP RED APPLES ,25,2011-07-01 08:58:00,0.42,14911.0,EIRE
556060,22424,ENAMEL BREAD BIN CREAM,16,2011-06-08 14:03:00,10.95,14911.0,EIRE
573576,22804,PINK HANGING HEART T-LIGHT HOLDER,1,2011-10-31 14:09:00,5.79,14096.0,United Kingdom
542112,21327,SKULLS WRITING SET ,3,2011-01-25 13:55:00,1.65,13168.0,United Kingdom
565326,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-09-02 13:41:00,1.25,16706.0,United Kingdom
564342,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1,2011-08-24 14:53:00,0.83,16340.0,United Kingdom
551850,22829,SWEETHEART WIRE WALL TIDY,2,2011-05-04 14:33:00,9.95,13731.0,United Kingdom
560451,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-07-19 09:50:00,8.5,14911.0,EIRE
545661,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-03-04 14:41:00,1.45,15358.0,United Kingdom
564840,22629,SPACEBOY LUNCH BOX ,1,2011-08-30 12:49:00,4.13,,United Kingdom
581125,85015,SET OF 12  VINTAGE POSTCARD SET,1,2011-12-07 12:41:00,0.65,14087.0,United Kingdom
541218,84917,WHITE HAND TOWEL WITH BUTTERFLY,10,2011-01-14 14:02:00,1.25,16638.0,United Kingdom
556910,23245,SET OF 3 REGENCY CAKE TINS,1,2011-06-15 13:25:00,4.95,12748.0,United Kingdom
575958,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-11-13 12:23:00,2.95,15021.0,United Kingdom
548701,21088,SET/6 FRUIT SALAD PAPER CUPS,5,2011-04-03 11:36:00,0.19,17629.0,United Kingdom
546006,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2011-03-08 15:22:00,8.5,17639.0,United Kingdom
570796,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-10-12 12:19:00,1.25,16241.0,United Kingdom
556257,21215,IVORY PAPER CUP CAKE CASES ,3,2011-06-09 17:47:00,0.55,17576.0,United Kingdom
542911,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-02-01 15:41:00,1.25,12676.0,Sweden
566921,21915,RED  HARMONICA IN BOX ,2,2011-09-15 14:56:00,1.25,17898.0,United Kingdom
578506,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-11-24 13:01:00,3.95,17458.0,United Kingdom
562218,21175,GIN + TONIC DIET METAL SIGN,12,2011-08-03 14:07:00,2.55,13851.0,United Kingdom
568726,22470,HEART OF WICKER LARGE,1,2011-09-28 16:35:00,2.95,16775.0,United Kingdom
561658,23124,18PC WOODEN CUTLERY SET DISPOSABLE,1,2011-07-28 16:06:00,1.25,12743.0,Unspecified
544672,22963,JAM JAR WITH GREEN LID,12,2011-02-22 15:45:00,0.85,14646.0,Netherlands
571281,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,8,2011-10-16 13:23:00,4.25,14088.0,United Kingdom
539920,21754,HOME BUILDING BLOCK WORD,2,2010-12-23 11:06:00,5.95,14085.0,United Kingdom
558906,22563,HAPPY STENCIL CRAFT,3,2011-07-04 16:35:00,1.25,15555.0,United Kingdom
540275,22386,JUMBO BAG PINK POLKADOT,20,2011-01-06 12:11:00,1.95,13680.0,United Kingdom
577773,22733,3D TRADITIONAL CHRISTMAS STICKERS,1,2011-11-21 15:57:00,1.25,16712.0,United Kingdom
C554308,M,Manual,-1,2011-05-23 15:00:00,557.72,12757.0,Portugal
567552,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-09-21 10:40:00,3.75,12583.0,France
576779,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,2011-11-16 13:25:00,0.83,14554.0,United Kingdom
539049,20725,LUNCH BAG RED RETROSPOT,10,2010-12-15 16:21:00,1.65,15615.0,United Kingdom
544918,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-02-24 16:30:00,2.95,13081.0,United Kingdom
571257,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-10-14 17:17:00,1.63,,United Kingdom
556009,23080,RED METAL BOX TOP SECRET,2,2011-06-08 11:37:00,8.25,18221.0,United Kingdom
570333,23102,SILVER HEARTS TABLE DECORATION,2,2011-10-10 12:19:00,0.83,18126.0,United Kingdom
540680,21931,JUMBO STORAGE BAG SUKI,100,2011-01-10 16:24:00,1.65,15311.0,United Kingdom
580128,23321,SMALL WHITE HEART OF WICKER,3,2011-12-01 17:56:00,1.65,17576.0,United Kingdom
555114,23102,SILVER HEARTS TABLE DECORATION,12,2011-05-31 14:55:00,0.83,13571.0,United Kingdom
567792,23313,VINTAGE CHRISTMAS BUNTING,20,2011-09-22 11:40:00,4.15,17581.0,United Kingdom
553189,21462,"NURSERY A,B,C PAINTED LETTERS",1,2011-05-15 13:14:00,6.75,15033.0,United Kingdom
542782,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-02-01 10:00:00,2.95,12712.0,Germany
565728,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-09-06 12:00:00,0.85,17716.0,United Kingdom
556509,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-13 10:33:00,4.95,12708.0,Germany
542710,22431,WATERING CAN BLUE ELEPHANT,6,2011-01-31 13:17:00,1.95,14776.0,United Kingdom
553638,21843,RED RETROSPOT CAKE STAND,2,2011-05-18 10:56:00,10.95,14180.0,United Kingdom
C557658,22778,GLASS CLOCHE SMALL,-1,2011-06-21 17:41:00,3.95,13630.0,United Kingdom
557019,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-06-16 12:45:00,9.95,15907.0,United Kingdom
542109,21934,SKULL SHOULDER BAG,2,2011-01-25 13:44:00,3.29,,United Kingdom
561072,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-24 15:39:00,1.65,14019.0,United Kingdom
C547193,22428,ENAMEL FIRE BUCKET CREAM,-1,2011-03-21 12:38:00,6.95,17811.0,United Kingdom
540154,22317,FIVE CATS HANGING DECORATION,1,2011-01-05 11:30:00,2.51,,United Kingdom
572216,23367,SET 12 COLOUR PENCILS SPACEBOY ,5,2011-10-21 12:56:00,0.65,16015.0,United Kingdom
565427,72799E,IVORY PILLAR CANDLE SILVER FLOCK,3,2011-09-04 12:49:00,2.95,17774.0,United Kingdom
574720,23482,PEARLISED IVORY HEART LARGE ,4,2011-11-06 14:39:00,1.65,14547.0,United Kingdom
574034,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,2011-11-02 12:45:00,2.1,17841.0,United Kingdom
570715,23445,ICE CREAM BUBBLES,20,2011-10-12 10:23:00,0.83,18287.0,United Kingdom
581450,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-12-08 17:54:00,1.25,16794.0,United Kingdom
576054,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2011-11-13 14:55:00,0.42,15787.0,United Kingdom
553879,22908,PACK OF 20 NAPKINS RED APPLES,36,2011-05-19 15:15:00,0.85,15791.0,United Kingdom
563585,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-08-17 17:01:00,1.65,17070.0,United Kingdom
576598,22947,WOODEN ADVENT CALENDAR RED,6,2011-11-15 15:05:00,7.95,13437.0,United Kingdom
568676,23174,REGENCY SUGAR BOWL GREEN,24,2011-09-28 13:43:00,3.75,18242.0,United Kingdom
578019,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-22 13:11:00,3.75,17360.0,United Kingdom
560504,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-07-19 11:47:00,2.95,13081.0,United Kingdom
581467,22867,HAND WARMER BIRD DESIGN,1,2011-12-08 19:24:00,2.1,13077.0,United Kingdom
548860,22997,TRAVEL CARD WALLET UNION JACK,1,2011-04-04 13:38:00,0.42,13263.0,United Kingdom
559668,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-07-11 13:40:00,0.85,13394.0,United Kingdom
540260,85014B,RED RETROSPOT UMBRELLA,6,2011-01-06 09:40:00,5.95,13097.0,United Kingdom
581433,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,2011-12-08 15:54:00,0.79,14911.0,EIRE
542865,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2011-02-01 12:08:00,8.5,12929.0,United Kingdom
567637,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-09-21 13:57:00,4.15,17865.0,United Kingdom
560975,22570,FELTCRAFT CUSHION RABBIT,4,2011-07-22 11:56:00,3.75,14426.0,United Kingdom
557893,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-23 14:12:00,4.95,15228.0,United Kingdom
554157,22896,PEG BAG APPLES DESIGN,1,2011-05-23 11:33:00,2.55,18283.0,United Kingdom
561102,23292,SPACEBOY CHILDRENS CUP,16,2011-07-25 11:17:00,1.25,12412.0,Denmark
550827,21035,SET/2 RED RETROSPOT TEA TOWELS ,12,2011-04-21 10:16:00,3.25,12670.0,France
569217,22195,LARGE HEART MEASURING SPOONS,1,2011-10-02 12:45:00,1.65,15579.0,United Kingdom
556824,21930,JUMBO STORAGE BAG SKULLS,1,2011-06-15 10:24:00,4.96,,United Kingdom
578510,21804,WHITE CHRISTMAS GARLAND STARS TREES,3,2011-11-24 13:25:00,3.75,14056.0,United Kingdom
573501,22271,FELTCRAFT DOLL ROSIE,4,2011-10-31 12:02:00,2.95,18055.0,United Kingdom
544657,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-22 13:08:00,2.1,14895.0,United Kingdom
541483,22427,ENAMEL FLOWER JUG CREAM,3,2011-01-18 12:40:00,5.95,15395.0,United Kingdom
557222,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-06-17 13:14:00,7.95,14936.0,Channel Islands
560239,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-07-17 11:50:00,2.1,13507.0,United Kingdom
579910,21259,VICTORIAN SEWING BOX SMALL ,2,2011-12-01 08:52:00,5.95,14911.0,EIRE
578233,23525,WALL ART BUFFALO BILL ,1,2011-11-23 12:20:00,3.75,14049.0,United Kingdom
580054,22617,BAKING SET SPACEBOY DESIGN,1,2011-12-01 13:08:00,4.95,18122.0,United Kingdom
571032,21364,PEACE SMALL WOOD LETTERS,1,2011-10-13 12:38:00,6.75,13827.0,United Kingdom
579167,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-11-28 14:06:00,1.25,16800.0,United Kingdom
558570,82581,TOILET METAL SIGN,3,2011-06-30 14:38:00,0.55,17673.0,United Kingdom
538113,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-09 15:29:00,4.25,15811.0,United Kingdom
549222,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-04-07 10:43:00,0.55,12347.0,Iceland
563560,22595,GINGHAM HEART DECORATION,12,2011-08-17 14:00:00,0.85,12971.0,United Kingdom
555340,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-06-02 11:33:00,1.95,13334.0,United Kingdom
563557,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-08-17 13:33:00,0.29,15786.0,United Kingdom
541712,21621,VINTAGE UNION JACK BUNTING,1,2011-01-21 11:19:00,8.5,17890.0,United Kingdom
576339,21912,VINTAGE SNAKES & LADDERS,2,2011-11-14 15:27:00,7.46,14096.0,United Kingdom
538207,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2010-12-10 11:33:00,9.95,12748.0,United Kingdom
549746,22969,HOMEMADE JAM SCENTED CANDLES,96,2011-04-12 10:38:00,1.25,15251.0,United Kingdom
572075,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-20 13:55:00,1.25,16846.0,United Kingdom
554039,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-20 14:27:00,2.95,15095.0,United Kingdom
552211,22348,TEA BAG PLATE RED RETROSPOT,24,2011-05-06 15:01:00,0.85,12709.0,Germany
566788,23171,REGENCY TEA PLATE GREEN ,12,2011-09-15 10:31:00,1.65,14306.0,United Kingdom
564144,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-08-23 11:53:00,0.85,13939.0,United Kingdom
561295,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,192,2011-07-26 12:28:00,1.06,15311.0,United Kingdom
557758,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-06-22 13:28:00,0.59,17585.0,United Kingdom
562517,22667,RECIPE BOX RETROSPOT ,1,2011-08-05 12:27:00,2.95,15719.0,United Kingdom
574861,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-11-07 12:24:00,2.08,17368.0,United Kingdom
566554,22621,TRADITIONAL KNITTING NANCY,12,2011-09-13 11:39:00,1.65,13136.0,United Kingdom
576841,21617,4 LILY  BOTANICAL DINNER CANDLES,1,2011-11-16 15:26:00,1.25,17368.0,United Kingdom
577633,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-11-21 10:35:00,3.75,14194.0,United Kingdom
544355,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-02-18 10:53:00,0.85,12714.0,France
578019,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,4,2011-11-22 13:11:00,0.85,17360.0,United Kingdom
580771,22118,JOY WOODEN BLOCK LETTERS,5,2011-12-06 10:58:00,1.25,16015.0,United Kingdom
554948,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-27 14:29:00,3.75,14447.0,United Kingdom
572704,22898,CHILDRENS APRON APPLES DESIGN,3,2011-10-25 14:39:00,4.96,,United Kingdom
536398,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 10:52:00,2.1,13448.0,United Kingdom
569028,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-09-30 10:20:00,1.25,14911.0,EIRE
559904,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-07-13 13:20:00,1.25,13149.0,United Kingdom
554270,22292,HANGING CHICK  YELLOW DECORATION,24,2011-05-23 13:05:00,1.45,15046.0,United Kingdom
548612,22951,60 CAKE CASES DOLLY GIRL DESIGN,5,2011-04-01 11:34:00,0.55,13137.0,United Kingdom
561885,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-07-31 13:13:00,1.65,15532.0,United Kingdom
579185,23444,Next Day Carriage,1,2011-11-28 15:28:00,15.0,13188.0,United Kingdom
541238,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2011-01-16 10:42:00,2.95,16746.0,United Kingdom
C572440,21239,PINK  POLKADOT CUP,-1,2011-10-24 12:06:00,0.85,17811.0,United Kingdom
566451,23218,LAUREL STAR ANTIQUE GOLD,4,2011-09-12 16:14:00,1.25,18069.0,United Kingdom
581492,22280,POCKET BAG PINK PAISELY BROWN SPOT,4,2011-12-09 10:03:00,2.46,,United Kingdom
577256,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-11-18 12:25:00,2.95,15530.0,United Kingdom
576339,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,2011-11-14 15:27:00,2.46,14096.0,United Kingdom
559928,20977,36 PENCILS TUBE WOODLAND,16,2011-07-14 08:52:00,1.25,12405.0,Finland
576599,23367,SET 12 COLOUR PENCILS SPACEBOY ,24,2011-11-15 15:06:00,0.65,14544.0,United Kingdom
567339,23188,VINTAGE  2 METER FOLDING RULER,12,2011-09-19 15:01:00,1.65,14146.0,United Kingdom
575070,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-11-08 12:58:00,2.55,17841.0,United Kingdom
565327,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-02 13:48:00,4.25,12832.0,United Kingdom
576933,21986,PACK OF 12 PINK POLKADOT TISSUES,2,2011-11-17 11:29:00,0.39,15529.0,United Kingdom
554158,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,2011-05-23 11:44:00,3.25,15563.0,United Kingdom
538659,21484,CHICK GREY HOT WATER BOTTLE,8,2010-12-13 15:36:00,3.45,14625.0,United Kingdom
544898,22960,JAM MAKING SET WITH JARS,6,2011-02-24 12:27:00,4.25,14880.0,United Kingdom
571705,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-10-18 15:22:00,0.85,12360.0,Austria
543162,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-02-03 18:08:00,3.95,17507.0,United Kingdom
571033,23154,SET OF 4 JAM JAR MAGNETS,12,2011-10-13 12:46:00,2.08,14251.0,United Kingdom
547209,20725,LUNCH BAG RED RETROSPOT,30,2011-03-21 14:44:00,1.65,13081.0,United Kingdom
562430,22197,POPCORN HOLDER,6,2011-08-04 17:26:00,0.85,18109.0,United Kingdom
537850,22383,LUNCH BAG SUKI  DESIGN ,10,2010-12-08 15:38:00,1.65,16722.0,United Kingdom
548309,22084,PAPER CHAIN KIT EMPIRE,1,2011-03-30 12:02:00,2.95,16657.0,United Kingdom
550579,22418,10 COLOUR SPACEBOY PEN,24,2011-04-19 11:52:00,0.85,13266.0,United Kingdom
545909,84836,ZINC METAL HEART DECORATION,12,2011-03-08 09:45:00,1.25,15819.0,United Kingdom
553220,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-16 09:57:00,0.83,13319.0,United Kingdom
568193,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2011-09-25 14:37:00,2.1,17107.0,United Kingdom
565846,22068,BLACK PIRATE TREASURE CHEST,1,2011-09-07 12:41:00,1.65,14606.0,United Kingdom
554132,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-05-23 09:43:00,4.15,12360.0,Austria
540977,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-01-12 15:01:00,5.91,,United Kingdom
579516,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,2011-11-29 17:52:00,1.65,17841.0,United Kingdom
564020,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-08-22 11:57:00,3.75,13971.0,United Kingdom
537823,21258,VICTORIAN SEWING BOX LARGE,2,2010-12-08 14:25:00,25.49,,United Kingdom
575846,23311,VINTAGE CHRISTMAS STOCKING ,19,2011-11-11 12:07:00,2.55,17364.0,United Kingdom
568895,20727,LUNCH BAG  BLACK SKULL.,3,2011-09-29 13:11:00,1.65,15356.0,United Kingdom
581467,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-12-08 19:24:00,0.21,13077.0,United Kingdom
570007,20676,RED RETROSPOT BOWL,8,2011-10-07 09:26:00,1.25,12519.0,Germany
555413,22432,WATERING CAN PINK BUNNY,1,2011-06-03 09:50:00,1.95,17994.0,United Kingdom
554906,22999,TRAVEL CARD WALLET RETRO PETALS,24,2011-05-27 11:41:00,0.42,14194.0,United Kingdom
550804,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-04-20 15:32:00,8.5,16676.0,United Kingdom
564301,22492,MINI PAINT SET VINTAGE ,36,2011-08-24 11:54:00,0.65,14299.0,United Kingdom
580160,22561,WOODEN SCHOOL COLOURING SET,12,2011-12-02 10:47:00,1.65,12700.0,France
554866,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-27 10:41:00,5.45,13488.0,United Kingdom
536781,22865,HAND WARMER OWL DESIGN,24,2010-12-02 15:14:00,2.1,17460.0,United Kingdom
560650,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-07-20 11:38:00,0.85,15529.0,United Kingdom
565594,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-09-05 14:11:00,2.08,13510.0,United Kingdom
571671,22386,JUMBO BAG PINK POLKADOT,4,2011-10-18 13:15:00,2.08,16940.0,United Kingdom
576191,22630,DOLLY GIRL LUNCH BOX,2,2011-11-14 11:54:00,1.95,17377.0,United Kingdom
560820,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-07-21 10:59:00,0.55,17811.0,United Kingdom
544336,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2011-02-17 19:36:00,3.75,13230.0,United Kingdom
565236,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-02 09:45:00,2.08,14276.0,United Kingdom
538053,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2010-12-09 13:34:00,3.39,15856.0,United Kingdom
558104,22469,HEART OF WICKER SMALL,3,2011-06-26 14:28:00,1.65,13668.0,United Kingdom
580653,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-05 13:34:00,2.08,17706.0,United Kingdom
543277,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-02-06 14:33:00,2.95,15808.0,United Kingdom
C566166,21311,SET/4 BIRD MIRROR MAGNETS ,-6,2011-09-09 11:59:00,0.29,14194.0,United Kingdom
557141,21865,PINK UNION JACK  PASSPORT COVER ,12,2011-06-17 09:54:00,2.1,16779.0,United Kingdom
545995,20941,FROG CANDLE,6,2011-03-08 13:54:00,1.25,15023.0,United Kingdom
547656,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2,2011-03-24 12:53:00,0.85,13263.0,United Kingdom
555485,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,2011-06-03 12:39:00,6.95,17722.0,United Kingdom
537026,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-03 16:35:00,1.95,12395.0,Belgium
565515,23200,JUMBO BAG PEARS,20,2011-09-05 11:51:00,2.08,17491.0,United Kingdom
545338,90160C,TURQ+RED BOUDICCA LARGE BRACELET,2,2011-03-01 17:32:00,6.95,17449.0,United Kingdom
560049,22273,FELTCRAFT DOLL MOLLY,6,2011-07-14 15:03:00,2.95,14857.0,United Kingdom
568495,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-27 12:08:00,4.25,14755.0,United Kingdom
543610,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-02-10 14:30:00,0.85,16425.0,United Kingdom
561517,85099F,JUMBO BAG STRAWBERRY,10,2011-07-27 15:17:00,2.08,18226.0,United Kingdom
549012,21754,HOME BUILDING BLOCK WORD,3,2011-04-05 14:51:00,5.95,16394.0,United Kingdom
565442,21981,PACK OF 12 WOODLAND TISSUES ,48,2011-09-04 14:09:00,0.29,12627.0,Germany
538901,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-12-15 09:58:00,1.25,17629.0,United Kingdom
565920,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-09-08 08:56:00,2.95,15298.0,United Kingdom
554353,22426,ENAMEL WASH BOWL CREAM,16,2011-05-24 09:10:00,2.95,14258.0,United Kingdom
538077,21172,PARTY METAL SIGN ,5,2010-12-09 14:19:00,1.45,14667.0,United Kingdom
580679,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-12-05 14:49:00,0.65,18198.0,United Kingdom
564760,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-08-30 10:47:00,2.46,,United Kingdom
577029,23123,COCKTAIL SWORDS 50 PIECES,6,2011-11-17 12:59:00,0.83,15563.0,United Kingdom
565088,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-09-01 10:11:00,1.25,16145.0,United Kingdom
550806,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-04-20 15:44:00,0.85,14334.0,United Kingdom
540848,21992,VINTAGE PAISLEY STATIONERY SET,4,2011-01-12 09:26:00,2.51,,United Kingdom
581125,22150,3 STRIPEY MICE FELTCRAFT,6,2011-12-07 12:41:00,1.95,14087.0,United Kingdom
581266,22564,ALPHABET STENCIL CRAFT,12,2011-12-08 11:25:00,1.25,12621.0,Germany
571119,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-10-14 09:04:00,6.63,,United Kingdom
554065,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-22 10:39:00,8.5,18287.0,United Kingdom
540350,20726,LUNCH BAG WOODLAND,1,2011-01-06 14:14:00,1.65,18283.0,United Kingdom
569514,22651,GENTLEMAN SHIRT REPAIR KIT ,24,2011-10-04 13:56:00,0.85,15228.0,United Kingdom
566869,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-15 13:20:00,12.75,13658.0,United Kingdom
580136,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-01 19:42:00,4.95,17841.0,United Kingdom
581098,22782,SET 3 WICKER STORAGE BASKETS ,2,2011-12-07 11:42:00,24.95,14911.0,EIRE
571965,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2011-10-20 10:41:00,1.25,17238.0,United Kingdom
541495,22357,KINGS CHOICE BISCUIT TIN,1,2011-01-18 14:59:00,8.29,,United Kingdom
563328,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2011-08-15 13:07:00,2.95,14606.0,United Kingdom
581003,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-12-07 08:38:00,8.25,14911.0,EIRE
573358,82580,BATHROOM METAL SIGN,12,2011-10-30 12:46:00,0.55,17213.0,United Kingdom
570842,22113,GREY HEART HOT WATER BOTTLE,4,2011-10-12 14:21:00,4.25,17676.0,United Kingdom
578146,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-11-23 11:07:00,2.1,13742.0,United Kingdom
566227,21094,SET/6 RED SPOTTY PAPER PLATES,96,2011-09-11 10:42:00,0.64,14258.0,United Kingdom
556953,21470,FLOWER VINE RAFFIA FOOD COVER,6,2011-06-16 08:16:00,3.75,14911.0,EIRE
579789,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-30 15:36:00,2.08,14385.0,United Kingdom
538630,22457,NATURAL SLATE HEART CHALKBOARD ,12,2010-12-13 13:25:00,2.95,14565.0,United Kingdom
541269,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-01-17 11:01:00,2.55,12626.0,Germany
580541,22274,FELTCRAFT DOLL EMILY,6,2011-12-05 09:03:00,2.95,15358.0,United Kingdom
573375,22560,TRADITIONAL MODELLING CLAY,24,2011-10-30 13:42:00,1.25,15521.0,United Kingdom
